language,algorithm,size,run,joules,checksum
python,matrix_multiplication,small,1,1.6509962005366106,9175
python,matrix_multiplication,small,2,1.6854690005129669,9175
python,matrix_multiplication,small,3,1.7132915999682155,9175
python,matrix_multiplication,small,4,1.560090999235399,9175
python,matrix_multiplication,small,5,1.5989671993302181,9175
python,matrix_multiplication,small,6,1.5971058006689418,9175
python,matrix_multiplication,small,7,1.8007773990975693,9175
python,matrix_multiplication,small,8,1.6048958003229927,9175
python,matrix_multiplication,small,9,1.6663548005453777,9175
python,matrix_multiplication,small,10,1.7463861991534941,9175
python,matrix_multiplication,small,11,1.669159960281104,9175
python,matrix_multiplication,small,12,1.746342000103323,9175
python,matrix_multiplication,small,13,1.7247723992331885,9175
python,matrix_multiplication,small,14,1.6349756798357704,9175
python,matrix_multiplication,small,15,1.748101160634542,9175
python,matrix_multiplication,small,16,1.7032116397167556,9175
python,matrix_multiplication,small,17,1.8233914402022493,9175
python,matrix_multiplication,small,18,1.7925398406921886,9175
python,matrix_multiplication,small,19,1.6564215210499242,9175
python,matrix_multiplication,small,20,1.5942763199505863,9175
python,matrix_multiplication,small,21,1.692992600373691,9175
python,matrix_multiplication,small,22,1.79393655975,9175
python,matrix_multiplication,small,23,1.7381031204015018,9175
python,matrix_multiplication,small,24,2.1435367500889697,9175
python,matrix_multiplication,small,25,1.723440600275353,9175
python,matrix_multiplication,small,26,1.9805760002709576,9175
python,matrix_multiplication,small,27,2.328781049393001,9175
python,matrix_multiplication,small,28,2.4322189493177575,9175
python,matrix_multiplication,small,29,1.796170051326044,9175
python,matrix_multiplication,small,30,1.9344046496262308,9175
python,matrix_multiplication,small,31,2.161949400222511,9175
python,matrix_multiplication,small,32,2.1702397500921506,9175
python,matrix_multiplication,small,33,2.0846142002483248,9175
python,matrix_multiplication,small,34,1.9959560999050154,9175
python,matrix_multiplication,small,35,2.326804199401522,9175
python,matrix_multiplication,small,36,2.4662911497071036,9175
python,matrix_multiplication,small,37,2.5989884995215107,9175
python,matrix_multiplication,small,38,1.7893771795002975,9175
python,matrix_multiplication,small,39,1.5350489696109435,9175
python,matrix_multiplication,small,40,1.4893225196778077,9175
python,matrix_multiplication,small,41,1.532212919498852,9175
python,matrix_multiplication,small,42,1.5552975900209276,9175
python,matrix_multiplication,small,43,1.5519953408816947,9175
python,matrix_multiplication,small,44,1.5007444207178195,9175
python,matrix_multiplication,small,45,1.5282269096758683,9175
python,matrix_multiplication,small,46,1.5181958401808515,9175
python,matrix_multiplication,small,47,1.4985610499221367,9175
python,matrix_multiplication,small,48,1.5681025502854027,9175
python,matrix_multiplication,small,49,1.5140078099502716,9175
python,matrix_multiplication,small,50,1.5178928090041155,9175
javascript,binary_search,mid,1,1.2081952405918854,9999
javascript,binary_search,mid,2,1.2505275995761622,9999
javascript,binary_search,mid,3,1.1893422797671518,9999
javascript,binary_search,mid,4,1.2044367997616063,9999
javascript,binary_search,mid,5,1.2075702796224503,9999
javascript,binary_search,mid,6,1.2736858390795531,9999
javascript,binary_search,mid,7,1.3427959998662118,9999
javascript,binary_search,mid,8,1.837529960431857,9999
javascript,binary_search,mid,9,1.9506303589325398,9999
javascript,binary_search,mid,10,1.8789335599227341,9999
javascript,binary_search,mid,11,1.2922697203815914,9999
javascript,binary_search,mid,12,1.0339207191893365,9999
javascript,binary_search,mid,13,1.317949920182582,9999
javascript,binary_search,mid,14,1.0982411994016728,9999
javascript,binary_search,mid,15,1.0302238796430174,9999
javascript,binary_search,mid,16,1.1062169996264855,9999
javascript,binary_search,mid,17,1.0857369598990771,9999
javascript,binary_search,mid,18,1.040762519580312,9999
javascript,binary_search,mid,19,1.5534817193343768,9999
javascript,binary_search,mid,20,1.3827239994483533,9999
javascript,binary_search,mid,21,1.0758787207421845,9999
javascript,binary_search,mid,22,1.711727639660239,9999
javascript,binary_search,mid,23,1.4833173597289713,9999
javascript,binary_search,mid,24,1.1551302002335433,9999
javascript,binary_search,mid,25,1.2765891598770394,9999
javascript,binary_search,mid,26,1.4229583199776243,9999
javascript,binary_search,mid,27,1.3372888406876882,9999
javascript,binary_search,mid,28,1.1486056799389188,9999
javascript,binary_search,mid,29,1.17873018955288,9999
javascript,binary_search,mid,30,1.059058179940621,9999
javascript,binary_search,mid,31,1.5234478601443697,9999
javascript,binary_search,mid,32,0.8627993000904097,9999
javascript,binary_search,mid,33,0.9624272902568918,9999
javascript,binary_search,mid,34,1.0365653099317569,9999
javascript,binary_search,mid,35,1.017859020034666,9999
javascript,binary_search,mid,36,1.0525157301191939,9999
javascript,binary_search,mid,37,1.5498954394177415,9999
javascript,binary_search,mid,38,1.1798340005116188,9999
javascript,binary_search,mid,39,1.4492294298572233,9999
javascript,binary_search,mid,40,1.5448296091388327,9999
javascript,binary_search,mid,41,1.0091893599717876,9999
javascript,binary_search,mid,42,1.1807087007473456,9999
javascript,binary_search,mid,43,1.1327482002670877,9999
javascript,binary_search,mid,44,1.175873600092018,9999
javascript,binary_search,mid,45,0.9666366000310518,9999
javascript,binary_search,mid,46,1.1308951006212737,9999
javascript,binary_search,mid,47,1.6232091009442229,9999
javascript,binary_search,mid,48,1.6030877006414812,9999
javascript,binary_search,mid,49,1.042507200196269,9999
javascript,binary_search,mid,50,1.5075430004799273,9999
python,merge_sort,mid,1,1.612769389730238,10000
python,merge_sort,mid,2,1.7272657997498755,10000
python,merge_sort,mid,3,1.915675460288185,10000
python,merge_sort,mid,4,1.6114010196281017,10000
python,merge_sort,mid,5,1.7609432992860095,10000
python,merge_sort,mid,6,1.6586062400296215,10000
python,merge_sort,mid,7,1.651190100304666,10000
python,merge_sort,mid,8,1.7185451004086645,10000
python,merge_sort,mid,9,1.6754662604755142,10000
python,merge_sort,mid,10,1.7199630998569775,10000
python,merge_sort,mid,11,1.6975657895483893,10000
python,merge_sort,mid,12,1.591435580297548,10000
python,merge_sort,mid,13,1.6005391404905824,10000
python,merge_sort,mid,14,1.7241603798334837,10000
python,merge_sort,mid,15,1.837341349729104,10000
python,merge_sort,mid,16,1.8679114994039991,10000
python,merge_sort,mid,17,1.902898660401115,10000
python,merge_sort,mid,18,1.939337009754672,10000
python,merge_sort,mid,19,1.9879003302703495,10000
python,merge_sort,mid,20,2.1012120999148465,10000
python,merge_sort,mid,21,1.803892610060575,10000
python,merge_sort,mid,22,1.826033170170558,10000
python,merge_sort,mid,23,2.0311981299266333,10000
python,merge_sort,mid,24,1.8358584399771642,10000
python,merge_sort,mid,25,1.8232338796267868,10000
python,merge_sort,mid,26,2.0428076506257637,10000
python,merge_sort,mid,27,2.2950371598708443,10000
python,merge_sort,mid,28,1.9896290695862262,10000
python,merge_sort,mid,29,2.0988466505223187,10000
python,merge_sort,mid,30,1.8930824498602306,10000
python,merge_sort,mid,31,1.8455585501069436,10000
python,merge_sort,mid,32,2.128009399828443,10000
python,merge_sort,mid,33,1.8565720994374715,10000
python,merge_sort,mid,34,1.88813694989949,10000
python,merge_sort,mid,35,1.863221049803542,10000
python,merge_sort,mid,36,1.6180498506510048,10000
python,merge_sort,mid,37,2.0081870001595234,10000
python,merge_sort,mid,38,2.640371050161775,10000
python,merge_sort,mid,39,1.7968650005859672,10000
python,merge_sort,mid,40,1.8872577500587795,10000
python,merge_sort,mid,41,1.929223849758273,10000
python,merge_sort,mid,42,2.0388609991641715,10000
python,merge_sort,mid,43,1.9452079997427063,10000
python,merge_sort,mid,44,2.2493294999731006,10000
python,merge_sort,mid,45,2.043799499660963,10000
python,merge_sort,mid,46,2.171996499891975,10000
python,merge_sort,mid,47,2.01352250041964,10000
python,merge_sort,mid,48,2.025261000744649,10000
python,merge_sort,mid,49,1.92839500035916,10000
python,merge_sort,mid,50,2.215873500026646,10000
python,bfs,mid,1,2.9052996593818534,1000
python,bfs,mid,2,2.5469386808486885,1000
python,bfs,mid,3,2.73867552021984,1000
python,bfs,mid,4,2.7521161207667317,1000
python,bfs,mid,5,2.731373579520732,1000
python,bfs,mid,6,2.643318000421277,1000
python,bfs,mid,7,2.6414791199436873,1000
python,bfs,mid,8,2.706684120290447,1000
python,bfs,mid,9,2.734073999826796,1000
python,bfs,mid,10,2.786411880108062,1000
python,bfs,mid,11,2.602681199350627,1000
python,bfs,mid,12,2.696833440090995,1000
python,bfs,mid,13,2.7496627208136486,1000
python,bfs,mid,14,2.418096239789156,1000
python,bfs,mid,15,2.6599103994725737,1000
python,bfs,mid,16,2.6560850400477647,1000
python,bfs,mid,17,2.6465065197204236,1000
python,bfs,mid,18,2.6125318806502036,1000
python,bfs,mid,19,2.5906759203469845,1000
python,bfs,mid,20,2.7784285198256837,1000
python,bfs,mid,21,2.6965725795555047,1000
python,bfs,mid,22,2.7366636701248352,1000
python,bfs,mid,23,2.573392379151483,1000
python,bfs,mid,24,2.7515127904640395,1000
python,bfs,mid,25,2.77629455942224,1000
python,bfs,mid,26,2.8956090794104967,1000
python,bfs,mid,27,2.6991113499127097,1000
python,bfs,mid,28,2.991484080615919,1000
python,bfs,mid,29,2.500688450265443,1000
python,bfs,mid,30,2.6462957306721364,1000
python,bfs,mid,31,2.7551253600686323,1000
python,bfs,mid,32,2.6952533395553475,1000
python,bfs,mid,33,2.4933874604830635,1000
python,bfs,mid,34,2.523968219742528,1000
python,bfs,mid,35,2.5216666003499992,1000
python,bfs,mid,36,2.590143460172112,1000
python,bfs,mid,37,2.697725870166323,1000
python,bfs,mid,38,2.7385686296998757,1000
python,bfs,mid,39,2.4713388189920806,1000
python,bfs,mid,40,2.7072768592930516,1000
python,bfs,mid,41,2.4785148903014487,1000
python,bfs,mid,42,2.6390931995701976,1000
python,bfs,mid,43,2.635428200462775,1000
python,bfs,mid,44,2.8924018355362935,1000
python,bfs,mid,45,2.7086552004911937,1000
python,bfs,mid,46,2.8755101003916934,1000
python,bfs,mid,47,2.9829369994986337,1000
python,bfs,mid,48,2.9901995004474884,1000
python,bfs,mid,49,2.857598699280061,1000
python,bfs,mid,50,2.9325809001456946,1000
c,summation,small,1,1.1821440996282035,5050
c,summation,small,2,1.1807081995648332,5050
c,summation,small,3,0.9091568094474497,5050
c,summation,small,4,1.0400124604042504,5050
