language,algorithm,size,run,joules,checksum
python,hash_table,mid,1,0.3805461997049861,649985000
python,hash_table,mid,2,0.25151044041849674,649985000
python,hash_table,mid,3,0.3722798799630255,649985000
python,hash_table,mid,4,0.21123971942579375,649985000
python,hash_table,mid,5,0.1665617201011628,649985000
python,hash_table,mid,6,0.17370663959300145,649985000
python,hash_table,mid,7,0.16433672077255324,649985000
python,hash_table,mid,8,0.2697376393363811,649985000
python,hash_table,mid,9,0.6262218002462759,649985000
python,hash_table,mid,10,0.3466799198184162,649985000
python,hash_table,mid,11,0.2270425595692359,649985000
python,hash_table,mid,12,0.1489336002385244,649985000
python,hash_table,mid,13,0.17738755990285426,649985000
python,hash_table,mid,14,0.1234760196559364,649985000
python,hash_table,mid,15,0.10856868006812874,649985000
python,hash_table,mid,16,0.22879435006470886,649985000
python,hash_table,mid,17,0.17763919978460763,649985000
python,hash_table,mid,18,0.11634389027603902,649985000
python,hash_table,mid,19,0.24146489025151824,649985000
python,hash_table,mid,20,0.2193065897008637,649985000
python,hash_table,mid,21,0.1934762103483081,649985000
python,hash_table,mid,22,0.21103042974718847,649985000
python,hash_table,mid,23,0.17864575998974033,649985000
python,hash_table,mid,24,0.23985020016261843,649985000
python,hash_table,mid,25,0.16309888027026317,649985000
python,hash_table,mid,26,0.2329329997068271,649985000
python,hash_table,mid,27,0.24688718000543305,649985000
python,hash_table,mid,28,0.14781053996412083,649985000
python,hash_table,mid,29,0.19587518050102518,649985000
python,hash_table,mid,30,0.10947742056450807,649985000
python,hash_table,mid,31,0.12021610048832372,649985000
python,hash_table,mid,32,0.12078508037957363,649985000
python,hash_table,mid,33,0.28440716019249523,649985000
python,hash_table,mid,34,0.17853982046945022,649985000
python,hash_table,mid,35,0.11364993997849525,649985000
python,hash_table,mid,36,0.21324383998144184,649985000
python,hash_table,mid,37,0.11593014984100591,649985000
python,hash_table,mid,38,0.14309325018257368,649985000
python,hash_table,mid,39,0.18924514994432684,649985000
python,hash_table,mid,40,0.2076792501466116,649985000
python,hash_table,mid,41,0.10392025037435815,649985000
python,hash_table,mid,42,0.21871734972228296,649985000
python,hash_table,mid,43,0.10217660023772623,649985000
python,hash_table,mid,44,0.20346524997148663,649985000
python,hash_table,mid,45,0.10028244958084542,649985000
python,hash_table,mid,46,0.29277409984206315,649985000
python,hash_table,mid,47,0.28492445014126133,649985000
python,hash_table,mid,48,0.17254852504993323,649985000
python,hash_table,mid,49,0.11271600008476526,649985000
python,hash_table,mid,50,0.11770080050919206,649985000
rust,bfs,small,1,0.0022369604324921966,100
rust,bfs,small,2,0.0014334400882944464,100
rust,bfs,small,3,0.004627680592238903,100
rust,bfs,small,4,0.008994959923438729,100
rust,bfs,small,5,0.005699040088802576,100
rust,bfs,small,6,0.0022149301104946065,100
rust,bfs,small,7,0.010808009403990583,100
rust,bfs,small,8,0.006387239252217114,100
rust,bfs,small,9,0.008171910495730118,100
rust,bfs,small,10,0.00715382979833521,100
rust,bfs,small,11,0.005544899892993271,100
rust,bfs,small,12,0.0033117896440671758,100
rust,bfs,small,13,0.008041619503637775,100
rust,bfs,small,14,0.00554793079791125,100
rust,bfs,small,15,0.003305730479769409,100
rust,bfs,small,16,0.008493090295814909,100
rust,bfs,small,17,0.005881229808437638,100
rust,bfs,small,18,0.002872439826023765,100
rust,bfs,small,19,0.001051050057867542,100
rust,bfs,small,20,0.0034144504606956616,100
rust,bfs,small,21,0.003662100076326169,100
rust,bfs,small,22,0.0018505499028833583,100
rust,bfs,small,23,0.005875349903362803,100
rust,bfs,small,24,0.004869150187005289,100
