language,algorithm,size,run,joules,checksum
python,merge_sort,small,1,0.015369899840152357,100
python,merge_sort,small,2,0.005528250381757971,100
python,merge_sort,small,3,0.010528700055147056,100
python,merge_sort,small,4,0.016402750421548262,100
python,merge_sort,small,5,0.010760749835753813,100
python,merge_sort,small,6,0.005491850104590412,100
python,merge_sort,small,7,0.01231229973200243,100
python,merge_sort,small,8,0.005259800323983654,100
python,merge_sort,small,9,0.007730449935479555,100
python,merge_sort,small,10,0.01091090031695785,100
python,merge_sort,small,11,0.009969049766368698,100
python,merge_sort,small,12,0.009176749619655311,100
python,merge_sort,small,13,0.006230249913642183,100
python,merge_sort,small,14,0.006120200108853169,100
python,merge_sort,small,15,0.011942200013436377,100
python,merge_sort,small,16,0.012648650226765312,100
python,merge_sort,small,17,0.006407749715435784,100
python,merge_sort,small,18,0.012751599977491423,100
python,merge_sort,small,19,0.004007950039522257,100
python,merge_sort,small,20,0.005119100234878715,100
python,merge_sort,small,21,0.006429049877624493,100
python,merge_sort,small,22,0.009311649613664486,100
python,merge_sort,small,23,0.00793424997391412,100
python,merge_sort,small,24,0.0130639997732942,100
python,merge_sort,small,25,0.00813304993789643,100
python,merge_sort,small,26,0.009502860039356164,100
python,merge_sort,small,27,0.010236560337943956,100
python,merge_sort,small,28,0.00987437989679165,100
python,merge_sort,small,29,0.010351980058476328,100
python,merge_sort,small,30,0.01071813995076809,100
python,merge_sort,small,31,0.015844379601185208,100
python,merge_sort,small,32,0.01875773977662902,100
python,merge_sort,small,33,0.0045889401924796396,100
python,merge_sort,small,34,0.013719060213770716,100
python,merge_sort,small,35,0.015123999907518736,100
python,merge_sort,small,36,0.005727220172411762,100
python,merge_sort,small,37,0.007160020078299567,100
python,merge_sort,small,38,0.010901220186497085,100
python,merge_sort,small,39,0.007840600048075429,100
python,merge_sort,small,40,0.005177980044391006,100
python,merge_sort,small,41,0.004780799565196503,100
python,merge_sort,small,42,0.006503049997263588,100
python,merge_sort,small,43,0.006453249618061818,100
python,merge_sort,small,44,0.004838900007598568,100
python,merge_sort,small,45,0.008407900008023717,100
python,merge_sort,small,46,0.004876250291999895,100
python,merge_sort,small,47,0.00556515010248404,100
python,merge_sort,small,48,0.006602650151762646,100
python,merge_sort,small,49,0.009619700176699553,100
python,merge_sort,small,50,0.008723299994016998,100
