language,algorithm,size,run,joules,checksum
python,matrix_multiplication,mid,1,28.40775935947895,646700
python,matrix_multiplication,mid,2,28.97682431973517,646700
python,matrix_multiplication,mid,3,26.111295949376654,646700
python,matrix_multiplication,mid,4,26.55004944974644,646700
python,matrix_multiplication,mid,5,25.450736729586787,646700
python,matrix_multiplication,mid,6,25.14073068012949,646700
python,matrix_multiplication,mid,7,24.79875335010802,646700
python,matrix_multiplication,mid,8,25.211182499588176,646700
python,matrix_multiplication,mid,9,25.636965750272793,646700
python,matrix_multiplication,mid,10,24.99616588029312,646700
python,matrix_multiplication,mid,11,41.05478270985186,646700
python,matrix_multiplication,mid,12,48.880578659585446,646700
python,matrix_multiplication,mid,13,38.796944279625315,646700
python,matrix_multiplication,mid,14,26.121130125047785,646700
python,matrix_multiplication,mid,15,25.82672399992589,646700
python,matrix_multiplication,mid,16,32.79228115512451,646700
python,matrix_multiplication,mid,17,36.64681950061203,646700
python,matrix_multiplication,mid,18,31.85918306942476,646700
python,matrix_multiplication,mid,19,29.71381451502384,646700
python,matrix_multiplication,mid,20,30.129677999904377,646700
python,matrix_multiplication,mid,21,28.824551040137884,646700
python,matrix_multiplication,mid,22,28.108192275005422,646700
python,matrix_multiplication,mid,23,27.422097919716183,646700
python,matrix_multiplication,mid,24,27.314024399980553,646700
python,matrix_multiplication,mid,25,28.097152580003602,646700
python,matrix_multiplication,mid,26,28.201139994889672,646700
python,matrix_multiplication,mid,27,27.073571849879226,646700
python,matrix_multiplication,mid,28,24.53535605506477,646700
python,matrix_multiplication,mid,29,23.65455057489744,646700
python,matrix_multiplication,mid,30,23.576961599924832,646700
python,matrix_multiplication,mid,31,23.928103199985348,646700
python,matrix_multiplication,mid,32,24.835678920344797,646700
python,matrix_multiplication,mid,33,24.32198033984896,646700
python,matrix_multiplication,mid,34,23.831811299882247,646700
python,matrix_multiplication,mid,35,27.086387229726824,646700
python,matrix_multiplication,mid,36,27.857900629968213,646700
python,matrix_multiplication,mid,37,27.012770459665628,646700
python,matrix_multiplication,mid,38,29.713795740430943,646700
python,matrix_multiplication,mid,39,27.878167689804833,646700
python,matrix_multiplication,mid,40,24.13092854974602,646700
python,matrix_multiplication,mid,41,22.93015991995053,646700
python,matrix_multiplication,mid,42,22.70658266989194,646700
python,matrix_multiplication,mid,43,22.78190262003336,646700
python,matrix_multiplication,mid,44,26.189985919906757,646700
python,matrix_multiplication,mid,45,32.92155617969765,646700
python,matrix_multiplication,mid,46,50.540979600220446,646700
python,matrix_multiplication,mid,47,69.32746369954111,646700
python,matrix_multiplication,mid,48,60.33787372490478,646700
python,matrix_multiplication,mid,49,49.9713099198736,646700
python,matrix_multiplication,mid,50,36.67889999996987,646700
python,bfs,mid,1,2.451596639398485,1000
python,bfs,mid,2,2.2039960003457963,1000
python,bfs,mid,3,2.4492612797534092,1000
python,bfs,mid,4,2.44499071969185,1000
python,bfs,mid,5,2.280510104710265,1000
python,bfs,mid,6,2.5152641396081887,1000
python,bfs,mid,7,3.00222002947703,1000
python,bfs,mid,8,2.8437795302539595,1000
python,bfs,mid,9,2.8218445792794227,1000
python,bfs,mid,10,2.7589772396502665,1000
python,bfs,mid,11,3.6876236102762046,1000
python,bfs,mid,12,2.992443750206439,1000
python,bfs,mid,13,2.6681842805526683,1000
python,bfs,mid,14,2.9581805096022435,1000
python,bfs,mid,15,3.057207750814268,1000
python,bfs,mid,16,2.693195519146684,1000
python,bfs,mid,17,1.9764538203016855,1000
python,bfs,mid,18,1.9546185596322176,1000
python,bfs,mid,19,1.7881370997492922,1000
python,bfs,mid,20,2.2529050196986646,1000
python,bfs,mid,21,2.5666583405574785,1000
python,bfs,mid,22,2.027291400003014,1000
python,bfs,mid,23,1.855626479390776,1000
python,bfs,mid,24,2.3620500005286886,1000
python,bfs,mid,25,2.081026079735602,1000
python,bfs,mid,26,1.9188667793408969,1000
python,bfs,mid,27,1.9791160200635205,1000
python,bfs,mid,28,1.7602628395106876,1000
python,bfs,mid,29,1.8788468400511193,1000
python,bfs,mid,30,1.7351658000668977,1000
python,bfs,mid,31,1.8911377802869538,1000
python,bfs,mid,32,2.0777569197787673,1000
python,bfs,mid,33,1.7124647397722583,1000
python,bfs,mid,34,1.6602537603786913,1000
python,bfs,mid,35,1.6556318998395,1000
python,bfs,mid,36,1.6626400201610523,1000
python,bfs,mid,37,1.7143601400603075,1000
python,bfs,mid,38,1.9203035603597527,1000
python,bfs,mid,39,2.1577239996695425,1000
python,bfs,mid,40,2.3464148001221474,1000
python,bfs,mid,41,2.1351436000550166,1000
python,bfs,mid,42,2.1416908002865966,1000
python,bfs,mid,43,2.1745631997764576,1000
python,bfs,mid,44,2.3924745998810977,1000
python,bfs,mid,45,2.3420872005517595,1000
python,bfs,mid,46,2.16035899988492,1000
python,bfs,mid,47,2.2674701998766977,1000
python,bfs,mid,48,2.084012199571589,1000
python,bfs,mid,49,2.1142681998899207,1000
python,bfs,mid,50,2.3553056001546793,1000
